Report Number,Report DateTime,Offense Parent Group,Offense,Offense Code,MCPP,Longitude,Latitude,Year,Month,Day,Hour,Minute,Location,Zipcode
2020-338472,12/07/2020 09:24:31 PM,LARCENY-THEFT,Shoplifting,23C,CAPITOL HILL,-122.320789514,47.61465549,2020.0,12.0,7.0,20.0,50.0,"Tacos Guaymas, 1519, Broadway, First Hill, Seattle, King County, Washington, 98122, United States",98122
2020-338447,12/07/2020 08:57:43 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,FREMONT,-122.34595551,47.65602297,2020.0,12.0,7.0,19.0,30.0,"4022, Whitman Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",98103
2020-338396,12/07/2020 07:33:06 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,-122.332359148,47.62311779,2020.0,12.0,2.0,19.0,0.0,"1216, Republican Street, South Lake Union, Capitol Hill, Seattle, King County, Washington, 98109, United States",98109
2020-338345,12/07/2020 07:21:44 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.345085279,47.73306345,2020.0,12.0,7.0,16.0,40.0,"14320, Aurora Avenue North, Foy, Seattle, King County, Washington, 98133, United States",98133
2020-338359,12/07/2020 06:35:58 PM,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,BALLARD NORTH,-122.388731098,47.68979186,2020.0,12.0,7.0,12.0,0.0,"8322, 25th Avenue Northwest, Loyal Heights, Ballard, Seattle, King County, Washington, 98117, United States",98117
2020-338364,12/07/2020 06:35:34 PM,ROBBERY,Robbery,120,BELLTOWN,-122.348355068,47.61563755,2020.0,12.0,7.0,8.0,0.0,"2505, 2nd Avenue, Uptown, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-338362,12/07/2020 06:26:06 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,FIRST HILL,-122.328258076,47.61442568,2020.0,12.0,6.0,17.0,0.0,"Melrose Market, Minor Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98191, United States",98191
2020-338354,12/07/2020 06:23:47 PM,LARCENY-THEFT,Shoplifting,23C,ROOSEVELT/RAVENNA,-122.300617291,47.66825204,2020.0,12.0,7.0,17.0,0.0,"25th Ave NE & NE 55th St, 25th Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-338355,12/07/2020 06:10:16 PM,LARCENY-THEFT,All Other Larceny,23H,BITTERLAKE,-122.35824916,47.72619698,2020.0,12.0,4.0,0.0,0.0,"13239, 1st Avenue Northwest, Broadview, Seattle, King County, Washington, 98177, United States",98177
2020-338326,12/07/2020 05:48:13 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTHGATE,-122.333977205,47.70775664,2020.0,12.0,7.0,15.0,15.0,"Courtyard Seattle Northgate, 10733, Meridian Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-338223,12/07/2020 05:37:03 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,MAGNOLIA,-122.377687643,47.63239169,2020.0,12.0,7.0,14.0,58.0,"1500, Alaskan Way West, Queen Anne, Seattle, King County, Washington, 98119, United States",98119
2020-338317,12/07/2020 05:36:15 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SOUTH DELRIDGE,-122.359626596,47.52233423,2020.0,12.0,7.0,17.0,10.0,"9010, Delridge Way Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-338278,12/07/2020 05:33:33 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,EASTLAKE - EAST,-122.320207872,47.63138408,2020.0,12.0,7.0,16.0,12.0,"1226, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-338235,12/07/2020 05:30:50 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTH ADMIRAL,-122.386512384,47.58209531,2020.0,12.0,7.0,15.0,19.0,"Admiral Heights, California Avenue Southwest, Admiral, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-338005,12/07/2020 05:09:23 PM,LARCENY-THEFT,All Other Larceny,23H,FIRST HILL,-122.327915886,47.60817662,2020.0,12.0,5.0,16.0,37.0,"Lan's Beauty Barber Shop, 813, Madison Street, Central Business District, First Hill, Seattle, King County, Washington, 98104, United States",98104
2020-338259,12/07/2020 04:02:33 PM,FRAUD OFFENSES,Wire Fraud,26E,SOUTH BEACON HILL,-122.293751055,47.53891249,2020.0,12.0,7.0,8.0,0.0,"South Myrtle Place, Holly Park, Seattle, King County, Washington, 98118, United States",98118
2020-338215,12/07/2020 03:21:03 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BELLTOWN,-122.353544282,47.61481068,2020.0,12.0,6.0,4.0,52.0,"63, Clay Street, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-338185,12/07/2020 02:42:09 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,LAKECITY,-122.29772827,47.72180711,2020.0,12.0,6.0,6.0,0.0,"12719, 28th Avenue Northeast, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-927419,12/07/2020 02:13:09 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.338542644,47.61218154,2020.0,12.0,7.0,3.0,35.0,"USPS, 4th Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98181, United States",98181
2020-338147,12/07/2020 02:12:23 PM,LARCENY-THEFT,Shoplifting,23C,BRIGHTON/DUNLAP,-122.280060287,47.53705079,2020.0,12.0,7.0,0.0,0.0,"The Station at Othello Park, 4219, South Othello Street, Seattle, King County, Washington, 98118, United States",98118
2020-338039,12/07/2020 02:11:08 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,COLUMBIA CITY,-122.287477058,47.55705006,2020.0,12.0,6.0,22.0,0.0,"3531, South Hudson Street, Columbia City, Rainier Valley, Seattle, King County, Washington, 98118, United States",98118
2020-338039,12/07/2020 02:11:08 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,COLUMBIA CITY,-122.287477058,47.55705006,2020.0,12.0,6.0,22.0,0.0,"3531, South Hudson Street, Columbia City, Rainier Valley, Seattle, King County, Washington, 98118, United States",98118
2020-927416,12/07/2020 01:53:02 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.337541071,47.60779562,2020.0,12.0,5.0,21.0,30.0,"Russell Investments Center, 1301, 2nd Avenue, Pike Place Market Area, Belltown, Seattle, King County, Washington, 98101, United States",98101
2020-338085,12/07/2020 12:27:24 PM,FRAUD OFFENSES,Wire Fraud,26E,ALKI,-122.404640446,47.57941405,2020.0,12.0,3.0,0.0,0.0,"5609, Southwest Lander Street, Alki, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-927407,12/07/2020 12:22:35 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BITTERLAKE,-122.367712563,47.72058252,2020.0,12.0,5.0,23.0,0.0,"12525, 9th Avenue Northwest, Broadview, Seattle, King County, Washington, 98177, United States",98177
2020-927402,12/07/2020 12:03:00 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,DOWNTOWN COMMERCIAL,-122.337674863,47.60458687,2020.0,12.0,6.0,4.0,50.0,"National Building, 1018, Western Avenue, West Edge, Belltown, Seattle, King County, Washington, 98104, United States",98104
2020-927392,12/07/2020 11:52:34 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MADISON PARK,-122.289457388,47.62422338,2020.0,12.0,6.0,15.0,10.0,"536, Lake Washington Boulevard East, Denny-Blaine, Seattle, King County, Washington, 98112, United States",98112
2020-927387,12/07/2020 11:42:55 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BITTERLAKE,-122.373413388,47.71156417,2020.0,12.0,6.0,14.0,0.0,"974, Northwest Carkeek Park Road, Broadview, Seattle, King County, Washington, 98177, United States",98177
2020-927385,12/07/2020 11:42:40 AM,LARCENY-THEFT,All Other Larceny,23H,SOUTH DELRIDGE,-122.357805911,47.521948,2020.0,12.0,6.0,4.0,30.0,"9028, 18th Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-927382,12/07/2020 11:32:56 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,PHINNEY RIDGE,-122.355352254,47.67281434,2020.0,12.0,6.0,3.0,0.0,"6011, Greenwood Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-927381,12/07/2020 11:23:11 AM,ASSAULT OFFENSES,Intimidation,13C,GREENWOOD,-122.359311742,47.68766414,2020.0,12.0,6.0,16.0,25.0,"126, Northwest 81st Street, Whittier Heights, Greenwood, Seattle, King County, Washington, 98117, United States",98117
2020-927380,12/07/2020 11:23:03 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CAPITOL HILL,-122.32236938,47.62598118,2020.0,12.0,6.0,1.0,0.0,"730, Harvard Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-927377,12/07/2020 11:03:13 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BITTERLAKE,-122.355466629,47.7068988,2020.0,12.0,5.0,23.0,15.0,"210, North 107th Street, Seattle, King County, Washington, 98133, United States",98133
2020-337984,12/07/2020 10:48:25 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.316665195,47.6579168,2020.0,12.0,6.0,19.0,0.0,"4145, 11th Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-927371,12/07/2020 09:52:25 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD SOUTH,-122.370756013,47.67016705,2020.0,12.0,6.0,14.0,30.0,"1102, Northwest 57th Street, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-337949,12/07/2020 09:36:56 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,LAKEWOOD/SEWARD PARK,-122.274483909,47.56259278,2020.0,12.0,7.0,0.0,0.0,"4515, 47th Avenue South, Columbia, Mount Baker, Seattle, King County, Washington, 98118, United States",98118
2020-927369,12/07/2020 09:22:39 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,JUDKINS PARK/NORTH BEACON HILL,-122.306358309,47.5987919,2020.0,12.0,5.0,22.0,0.0,"415, 20th Avenue South, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-337839,12/07/2020 09:19:18 AM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,FIRST HILL,-122.324583891,47.60957018,2020.0,12.0,7.0,7.0,22.0,"GNC, 1103, Madison Street, First Hill, Seattle, King County, Washington, 98104, United States",98104
2020-927366,12/07/2020 08:42:55 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.344834268,47.71354798,2020.0,12.0,6.0,13.0,30.0,"11608, Aurora Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-927365,12/07/2020 08:33:08 AM,LARCENY-THEFT,All Other Larceny,23H,BITTERLAKE,-122.358240414,47.71871034,2020.0,12.0,6.0,0.0,30.0,"12228, 1st Avenue Northwest, Broadview, Seattle, King County, Washington, 98177, United States",98177
2020-927364,12/07/2020 08:32:59 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,FAUNTLEROY SW,-122.392767486,47.5258266,2020.0,12.0,6.0,7.0,0.0,"8631, Fauntleroy Way Southwest, Fauntleroy, Seattle, King County, Washington, 98136, United States",98136
2020-927363,12/07/2020 08:32:48 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROOSEVELT/RAVENNA,-122.32427074,47.67912262,2020.0,12.0,6.0,14.0,0.0,"410, Northeast 70th Street, Green Lake, Seattle, King County, Washington, 98115, United States",98115
2020-927362,12/07/2020 08:23:05 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,ALKI,-122.384252342,47.5946178,2020.0,12.0,5.0,22.0,0.0,"1025, Harbor Avenue Southwest, Seattle, King County, Washington, 98116, United States",98116
2020-337816,12/07/2020 08:20:11 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,WALLINGFORD,-122.34223683,47.65957137,2020.0,12.0,7.0,5.0,38.0,"4302, Stone Way North, Wallingford, Seattle, King County, Washington, 98103, United States",98103
2020-927352,12/07/2020 08:12:31 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,CENTRAL AREA/SQUIRE PARK,-122.297262986,47.61954373,2020.0,12.0,5.0,23.0,40.0,"124, 27th Avenue East, Madison Valley, Seattle, King County, Washington, 98112, United States",98112
2020-927349,12/07/2020 07:22:33 AM,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,-122.337837032,47.61528336,2020.0,12.0,6.0,11.0,20.0,"St Martins On Westlake, 7th Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98191, United States",98191
2020-337733,12/07/2020 02:43:13 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,GENESEE,-122.286087654,47.56578835,2020.0,12.0,7.0,1.0,28.0,"4113, 37th Avenue South, Columbia City, Rainier Vista, Seattle, King County, Washington, 98118, United States",98118
2020-337656,12/06/2020 11:28:39 PM,LARCENY-THEFT,All Other Larceny,23H,FIRST HILL,-122.32344394,47.60412808,2020.0,12.0,6.0,19.0,0.0,"Harborview Medical Center, 325, 9th Avenue, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98104, United States",98104
2020-334034,12/02/2020 10:57:59 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,WALLINGFORD,-122.327811637,47.65896623,2020.0,12.0,2.0,9.0,30.0,"108, Northeast 43rd Street, Wallingford, Seattle, King County, Washington, 98105, United States",98105
2020-333662,12/02/2020 11:00:26 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,WALLINGFORD,-122.326852783,47.67227177,2020.0,12.0,2.0,0.0,0.0,"132, Northeast 60th Street, Meridian, Green Lake, Seattle, King County, Washington, 98115, United States",98115
2020-343267,12/13/2020 07:54:39 PM,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,QUEEN ANNE,-122.347302443,47.64503039,2020.0,12.0,13.0,12.0,37.0,"Aurora Bridge, Troll Avenue North, Fremont, Seattle, King County, Washington, 98109, United States",98109
2020-343267,12/13/2020 07:54:39 PM,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,QUEEN ANNE,-122.347302443,47.64503039,2020.0,12.0,13.0,12.0,37.0,"Aurora Bridge, Troll Avenue North, Fremont, Seattle, King County, Washington, 98109, United States",98109
2020-343389,12/13/2020 07:13:51 PM,ASSAULT OFFENSES,Intimidation,13C,GEORGETOWN,-122.334215333,47.55379606,2020.0,12.0,13.0,0.0,0.0,"5421, 1st Avenue South, Georgetown, Seattle, King County, Washington, 98108, United States",98108
2020-343343,12/13/2020 05:12:21 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,ALASKA JUNCTION,-122.382815217,47.56196586,2020.0,12.0,13.0,15.0,9.0,"4534, 40th Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-343343,12/13/2020 05:12:21 PM,ASSAULT OFFENSES,Intimidation,13C,ALASKA JUNCTION,-122.382815217,47.56196586,2020.0,12.0,13.0,15.0,9.0,"4534, 40th Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-343370,12/13/2020 04:21:24 PM,ASSAULT OFFENSES,Aggravated Assault,13A,CAPITOL HILL,-122.324008043,47.61907481,2020.0,12.0,13.0,14.0,40.0,"115, Belmont Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-343328,12/13/2020 03:34:02 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,LAKECITY,-122.296496713,47.71714241,2020.0,12.0,13.0,14.0,0.0,"Interior Floor Designs, 12060, Lake City Way Northeast, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-343193,12/13/2020 03:17:23 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,PHINNEY RIDGE,-122.348496231,47.67208469,2020.0,12.0,12.0,20.0,0.0,"5907, Linden Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-343244,12/13/2020 02:44:56 PM,ASSAULT OFFENSES,Intimidation,13C,DOWNTOWN COMMERCIAL,-122.338247298,47.6102463,2020.0,12.0,13.0,12.0,33.0,"Aaron Building, 3rd Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98181, United States",98181
2020-343314,12/13/2020 02:33:34 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD NORTH,-122.374100884,47.68967676,2020.0,12.0,13.0,0.0,1.0,"8332, 14th Avenue Northwest, Whittier Heights, Ballard, Seattle, King County, Washington, 98117, United States",98117
2020-343261,12/13/2020 02:06:52 PM,ASSAULT OFFENSES,Simple Assault,13B,QUEEN ANNE,-122.356709221,47.62458297,2020.0,12.0,13.0,12.0,25.0,"Mercer Street, Uptown, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-343273,12/13/2020 01:31:32 PM,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,-122.341333143,47.61383118,2020.0,12.0,13.0,12.0,47.0,"Lenora St & 4th Ave, Lenora Street, Central Business District, Belltown, Seattle, King County, Washington, 98181, United States",98181
2020-343228,12/13/2020 11:33:25 AM,ASSAULT OFFENSES,Intimidation,13C,QUEEN ANNE,-122.371049026,47.63352686,2020.0,12.0,12.0,0.0,0.0,"1009, West Garfield Street, Queen Anne, Seattle, King County, Washington, 98119, United States",98119
2020-343149,12/13/2020 09:40:38 AM,ASSAULT OFFENSES,Simple Assault,13B,BELLTOWN,-122.341959536,47.610682,2020.0,12.0,13.0,8.0,44.0,"The Oxford, 1920, 1st Avenue, Pike Place Market Area, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-343141,12/13/2020 09:16:29 AM,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,-122.333003305,47.62369234,2020.0,12.0,13.0,8.0,38.0,"Hutch School, Minor Avenue North, South Lake Union, Capitol Hill, Seattle, King County, Washington, 98109-5210, United States",98109-5210
2020-343141,12/13/2020 09:16:29 AM,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,-122.333003305,47.62369234,2020.0,12.0,13.0,8.0,38.0,"Hutch School, Minor Avenue North, South Lake Union, Capitol Hill, Seattle, King County, Washington, 98109-5210, United States",98109-5210
2020-343026,12/13/2020 06:37:04 AM,ASSAULT OFFENSES,Aggravated Assault,13A,SODO,-122.329978676,47.58293401,2020.0,12.0,13.0,3.0,33.0,"2201, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98134, United States",98134
2020-343042,12/13/2020 06:22:15 AM,ASSAULT OFFENSES,Aggravated Assault,13A,FREMONT,-122.349747448,47.64958973,2020.0,12.0,13.0,4.0,30.0,"Chase, 3400, Fremont Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",98103
2020-343040,12/13/2020 05:05:06 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,MAGNOLIA,-122.396045642,47.65316301,2020.0,12.0,13.0,4.0,24.0,"3008, West Tilden Street, Lawton Park, Magnolia, Seattle, King County, Washington, 98199, United States",98199
2020-343027,12/13/2020 04:35:10 AM,ASSAULT OFFENSES,Aggravated Assault,13A,NORTH BEACON HILL,-122.314648964,47.57188729,2020.0,12.0,13.0,3.0,44.0,"S Columbian Way & S Spokane St, South Columbian Way, Beacon Hill, Seattle, King County, Washington, 98144, United States",98144
2020-342962,12/13/2020 02:51:30 AM,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,RAINIER BEACH,-122.267230503,47.5268784,2020.0,12.0,13.0,0.0,42.0,"8423, Grattan Place South, Dunlap, Seattle, King County, Washington, 98118, United States",98118
2020-342959,12/13/2020 02:05:04 AM,ASSAULT OFFENSES,Aggravated Assault,13A,SODO,-122.325969144,47.59030984,2020.0,12.0,12.0,22.0,0.0,"1505, 6th Avenue South, International District/Chinatown, Seattle, King County, Washington, 98134, United States",98134
2020-342959,12/13/2020 02:05:04 AM,LARCENY-THEFT,All Other Larceny,23H,SODO,-122.325969144,47.59030984,2020.0,12.0,12.0,21.0,30.0,"1505, 6th Avenue South, International District/Chinatown, Seattle, King County, Washington, 98134, United States",98134
2020-342977,12/13/2020 01:53:50 AM,LARCENY-THEFT,Theft From Building,23D,NEW HOLLY,-122.281736023,47.53796309,2020.0,12.0,13.0,1.0,0.0,"Othello, Martin Luther King Junior Way South, Seattle, King County, Washington, 98118, United States",98118
2020-342762,12/13/2020 12:03:57 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CHINATOWN/INTERNATIONAL DISTRICT,-122.318435794,47.59834276,2020.0,12.0,12.0,18.0,51.0,"1024, South King Street, Little Saigon, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-342901,12/12/2020 11:52:46 PM,ASSAULT OFFENSES,Intimidation,13C,DOWNTOWN COMMERCIAL,-122.338247298,47.6102463,2020.0,12.0,12.0,22.0,44.0,"Aaron Building, 3rd Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98181, United States",98181
2020-342527,12/12/2020 11:14:11 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,ROOSEVELT/RAVENNA,-122.326055203,47.68270161,2020.0,12.0,11.0,18.0,0.0,"7420, Latona Avenue Northeast, Green Lake, Seattle, King County, Washington, 98115, United States",98115
2020-342899,12/12/2020 11:03:06 PM,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,NORTHGATE,-122.344834268,47.71354798,2020.0,12.0,12.0,21.0,0.0,"11608, Aurora Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-342899,12/12/2020 11:03:06 PM,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,NORTHGATE,-122.344834268,47.71354798,2020.0,12.0,12.0,22.0,46.0,"11608, Aurora Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-342883,12/12/2020 10:54:20 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,FIRST HILL,-122.327652239,47.61124659,2020.0,12.0,12.0,21.0,37.0,"Sunset Club, 1021, University Street, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States",98101
2020-339396,12/12/2020 10:50:01 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,FREMONT,-122.349292101,47.66429994,2020.0,12.0,8.0,22.0,52.0,"716, North 49th Street, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-342858,12/12/2020 10:19:29 PM,LARCENY-THEFT,Shoplifting,23C,NORTHGATE,-122.344834268,47.71354798,2020.0,12.0,12.0,21.0,7.0,"11608, Aurora Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-342838,12/12/2020 09:19:41 PM,ASSAULT OFFENSES,Intimidation,13C,CENTRAL AREA/SQUIRE PARK,-122.311476527,47.61222607,2020.0,12.0,12.0,20.0,37.0,"1119, 16th Avenue, Central District, Seattle, King County, Washington, 98122, United States",98122
2020-342725,12/12/2020 09:08:25 PM,ASSAULT OFFENSES,Simple Assault,13B,BALLARD NORTH,-122.375459383,47.6915239,2020.0,12.0,12.0,0.0,0.0,"8530, Mary Avenue Northwest, Crown Hill, Seattle, King County, Washington, 98117, United States",98117
2020-342642,12/12/2020 08:25:23 PM,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.378715092,47.5082137,2020.0,12.0,12.0,15.0,52.0,"3715, Southwest 106th Street, Arroyo Heights, Arbor Heights, Seattle, King County, Washington, 98146, United States",98146
2020-342729,12/12/2020 08:14:50 PM,ROBBERY,Robbery,120,NORTHGATE,-122.312653269,47.72597794,2020.0,12.0,12.0,18.0,11.0,"13341, 15th Avenue Northeast, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-342763,12/12/2020 07:43:13 PM,LARCENY-THEFT,Shoplifting,23C,NORTHGATE,-122.344834268,47.71354798,2020.0,12.0,12.0,18.0,46.0,"11608, Aurora Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-342558,12/12/2020 03:59:44 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,NORTH BEACON HILL,-122.317744679,47.5899869,2020.0,12.0,11.0,19.0,35.0,"1115, South Atlantic Street, International District/Chinatown, Seattle, King County, Washington, 98134, United States",98134
2020-342498,12/12/2020 01:56:04 PM,LARCENY-THEFT,All Other Larceny,23H,CLAREMONT/RAINIER VISTA,-122.296738835,47.56501067,2020.0,12.0,12.0,2.0,0.0,"2909, South Adams Street, Rainier Vista, Seattle, King County, Washington, 98108, United States",98108
2020-342342,12/12/2020 09:25:40 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,FIRST HILL,-122.322446855,47.60170348,2020.0,12.0,11.0,16.0,0.0,"Raven Terrace, 820, Yesler Way, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98104, United States",98104
2020-342204,12/12/2020 03:42:04 AM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,CENTRAL AREA/SQUIRE PARK,-122.311547839,47.60710905,2020.0,12.0,12.0,2.0,45.0,"Swedish Medical Center Cherry Hill Campus, 500, 17th Avenue, Little Saigon, Central District, Seattle, King County, Washington, 98122, United States",98122
2020-342157,12/12/2020 02:08:08 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.342142941,47.71340531,2020.0,12.0,12.0,0.0,2.0,"11522, Stone Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-927644,12/11/2020 11:52:20 AM,LARCENY-THEFT,All Other Larceny,23H,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.376247421,47.51281931,2020.0,12.0,7.0,20.0,0.0,"10104, 35th Avenue Southwest, Arroyo Heights, Arbor Heights, Seattle, King County, Washington, 98146, United States",98146
2020-927639,12/11/2020 10:42:20 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.312653269,47.72597794,2020.0,12.0,9.0,14.0,30.0,"13341, 15th Avenue Northeast, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-927638,12/11/2020 10:22:53 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.306215394,47.61409399,2020.0,12.0,9.0,12.0,0.0,"1434, 20th Avenue, Central District, Seattle, King County, Washington, 98122, United States",98122
2020-927632,12/11/2020 09:52:56 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTH BEACON HILL,-122.31598472,47.58504655,2020.0,12.0,9.0,0.0,5.0,"2017, 13th Avenue South, Beacon Hill, Seattle, King County, Washington, 98144, United States",98144
2020-927631,12/11/2020 09:52:47 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.323275459,47.70859413,2020.0,12.0,9.0,13.0,45.0,"Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-927627,12/11/2020 09:43:02 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.302675939,47.66710003,2020.0,12.0,7.0,23.0,0.0,"2267, Northeast 53rd Street, University District, Seattle, King County, Washington, 98105, United States",98105
